M,N,K,Kernel,Threads,PR,PC,SerialTime(s),AvgTime(s),FLOPS,Speedup,Error
24576,8192,8,1,64,2,2,0.744,0.006,5.314998e+11,1.227683e+02,1.265975e-06
24576,8192,8,1,256,2,2,0.744,0.008,3.999166e+11,9.237463e+01,1.265975e-06
24576,8192,8,1,576,2,2,0.744,0.011,3.047678e+11,7.039670e+01,1.265975e-06
24576,8192,8,1,1024,2,2,0.744,0.012,2.719573e+11,6.281798e+01,1.265975e-06
24576,8192,20,1,64,2,2,1.113,0.018,4.371524e+11,6.041545e+01,1.257365e-06
24576,8192,20,1,256,2,2,1.113,0.016,4.936734e+11,6.822678e+01,1.257365e-06
24576,8192,20,1,576,2,2,1.113,0.012,6.681292e+11,9.233697e+01,1.257365e-06
24576,8192,20,1,1024,2,2,1.113,0.012,6.614060e+11,9.140781e+01,1.257365e-06
24576,8192,32,1,64,2,2,1.592,0.024,5.335238e+11,6.591468e+01,1.262023e-06
24576,8192,32,1,256,2,2,1.592,0.016,7.921592e+11,9.786802e+01,1.262023e-06
24576,8192,32,1,576,2,2,1.592,0.022,5.962706e+11,7.366679e+01,1.262023e-06
24576,8192,32,1,1024,2,2,1.592,0.012,1.058247e+12,1.307420e+02,1.262023e-06
49152,16384,3,1,64,2,2,2.988,0.026,1.844839e+11,1.140842e+02,1.785637e-06
49152,16384,3,1,256,2,2,2.988,0.034,1.429768e+11,8.841633e+01,1.785637e-06
49152,16384,3,1,576,2,2,2.988,0.042,1.157904e+11,7.160437e+01,1.785637e-06
49152,16384,3,1,1024,2,2,2.988,0.047,1.034377e+11,6.396548e+01,1.785637e-06
49152,16384,6,1,64,2,2,3.532,0.026,3.683997e+11,1.346587e+02,1.780594e-06
49152,16384,6,1,256,2,2,3.532,0.034,2.856048e+11,1.043952e+02,1.780594e-06
49152,16384,6,1,576,2,2,3.532,0.042,2.309817e+11,8.442924e+01,1.780594e-06
49152,16384,6,1,1024,2,2,3.532,0.047,2.050081e+11,7.493528e+01,1.780594e-06
49152,16384,8,1,64,2,2,2.847,0.026,4.894479e+11,1.081511e+02,1.785413e-06
49152,16384,8,1,256,2,2,2.847,0.034,3.827251e+11,8.456908e+01,1.785413e-06
49152,16384,8,1,576,2,2,2.847,0.042,3.090252e+11,6.828394e+01,1.785413e-06
49152,16384,8,1,1024,2,2,2.847,0.047,2.724681e+11,6.020608e+01,1.785413e-06
49152,16384,20,1,64,2,2,4.671,0.073,4.384663e+11,6.358559e+01,1.781262e-06
49152,16384,20,1,256,2,2,4.671,0.066,4.851623e+11,7.035737e+01,1.781262e-06
49152,16384,20,1,576,2,2,4.671,0.049,6.620793e+11,9.601355e+01,1.781262e-06
49152,16384,20,1,1024,2,2,4.671,0.048,6.643285e+11,9.633973e+01,1.781262e-06
49152,16384,32,1,64,2,2,6.319,0.097,5.292343e+11,6.488816e+01,1.777701e-06
49152,16384,32,1,256,2,2,6.319,0.066,7.792096e+11,9.553704e+01,1.777701e-06
49152,16384,32,1,576,2,2,6.319,0.085,6.077461e+11,7.451430e+01,1.777701e-06
49152,16384,32,1,1024,2,2,6.319,0.049,1.055286e+12,1.293861e+02,1.777701e-06
3072,1024,3,2,64,2,2,0.012,0.000,4.107747e+10,2.543275e+01,4.551183e-07
3072,1024,3,2,256,2,2,0.012,0.000,3.851362e+10,2.384536e+01,4.551183e-07
3072,1024,3,2,576,2,2,0.012,0.001,3.041002e+10,1.882809e+01,4.551183e-07
3072,1024,3,2,1024,2,2,0.012,0.001,3.403647e+10,2.107338e+01,4.551183e-07
3072,1024,6,2,64,2,2,0.014,0.000,7.563452e+10,2.767698e+01,4.539265e-07
3072,1024,6,2,256,2,2,0.014,0.000,8.010151e+10,2.931159e+01,4.539265e-07
3072,1024,6,2,576,2,2,0.014,0.001,6.081347e+10,2.225351e+01,4.539265e-07
3072,1024,6,2,1024,2,2,0.014,0.001,6.810286e+10,2.492092e+01,4.539265e-07
3072,1024,8,2,64,2,2,0.012,0.001,1.003779e+11,2.325031e+01,4.533937e-07
3072,1024,8,2,256,2,2,0.012,0.000,1.069233e+11,2.476641e+01,4.533937e-07
3072,1024,8,2,576,2,2,0.012,0.001,8.650142e+10,2.003613e+01,4.533937e-07
3072,1024,8,2,1024,2,2,0.012,0.001,9.384546e+10,2.173722e+01,4.533937e-07
3072,1024,20,2,64,2,2,0.018,0.001,2.179430e+11,3.169342e+01,4.535934e-07
3072,1024,20,2,256,2,2,0.018,0.001,2.270715e+11,3.302089e+01,4.535934e-07
3072,1024,20,2,576,2,2,0.018,0.001,2.085475e+11,3.032712e+01,4.535934e-07
3072,1024,20,2,1024,2,2,0.018,0.001,2.267209e+11,3.296990e+01,4.535934e-07
3072,1024,32,2,64,2,2,0.025,0.001,3.172656e+11,3.876308e+01,4.539694e-07
3072,1024,32,2,256,2,2,0.025,0.001,3.503927e+11,4.281050e+01,4.539694e-07
3072,1024,32,2,576,2,2,0.025,0.001,2.847034e+11,3.478467e+01,4.539694e-07
3072,1024,32,2,1024,2,2,0.025,0.001,3.748197e+11,4.579495e+01,4.539694e-07
6144,2048,3,2,64,2,2,0.047,0.001,1.121937e+11,6.951235e+01,6.386387e-07
6144,2048,3,2,256,2,2,0.047,0.001,1.051352e+11,6.513908e+01,6.386387e-07
6144,2048,3,2,576,2,2,0.047,0.001,6.817333e+10,4.223844e+01,6.386387e-07
6144,2048,3,2,1024,2,2,0.047,0.001,7.115704e+10,4.408707e+01,6.386387e-07
6144,2048,6,2,64,2,2,0.055,0.001,2.178281e+11,7.967074e+01,6.357543e-07
6144,2048,6,2,256,2,2,0.055,0.001,1.953728e+11,7.145772e+01,6.357543e-07
6144,2048,6,2,576,2,2,0.055,0.001,1.385298e+11,5.066736e+01,6.357543e-07
6144,2048,6,2,1024,2,2,0.055,0.001,1.443622e+11,5.280057e+01,6.357543e-07
6144,2048,8,2,64,2,2,0.047,0.001,2.984763e+11,6.906161e+01,6.383558e-07
6144,2048,8,2,256,2,2,0.047,0.001,2.607514e+11,6.033282e+01,6.383558e-07
6144,2048,8,2,576,2,2,0.047,0.001,1.847965e+11,4.275832e+01,6.383558e-07
6144,2048,8,2,1024,2,2,0.047,0.001,1.890914e+11,4.375207e+01,6.383558e-07
6144,2048,20,2,64,2,2,0.070,0.001,4.256898e+11,5.949437e+01,6.380229e-07
6144,2048,20,2,256,2,2,0.070,0.001,4.456093e+11,6.227831e+01,6.380229e-07
6144,2048,20,2,576,2,2,0.070,0.001,4.612806e+11,6.446854e+01,6.380229e-07
6144,2048,20,2,1024,2,2,0.070,0.001,4.719660e+11,6.596192e+01,6.380229e-07
6144,2048,32,2,64,2,2,0.098,0.001,5.567495e+11,6.788664e+01,6.359689e-07
6144,2048,32,2,256,2,2,0.098,0.001,7.079981e+11,8.632898e+01,6.359689e-07
6144,2048,32,2,576,2,2,0.098,0.002,4.437410e+11,5.410708e+01,6.359689e-07
6144,2048,32,2,1024,2,2,0.098,0.001,7.668727e+11,9.350779e+01,6.359689e-07
12288,4096,3,2,64,2,2,0.187,0.001,2.108623e+11,1.305431e+02,9.006647e-07
12288,4096,3,2,256,2,2,0.187,0.002,1.605391e+11,9.938841e+01,9.006647e-07
12288,4096,3,2,576,2,2,0.187,0.003,9.218072e+10,5.706832e+01,9.006647e-07
12288,4096,3,2,1024,2,2,0.187,0.003,9.526038e+10,5.897491e+01,9.006647e-07
12288,4096,6,2,64,2,2,0.221,0.001,4.273418e+11,1.562411e+02,8.946110e-07
12288,4096,6,2,256,2,2,0.221,0.002,3.239543e+11,1.184414e+02,8.946110e-07
12288,4096,6,2,576,2,2,0.221,0.003,1.853644e+11,6.777139e+01,8.946110e-07
12288,4096,6,2,1024,2,2,0.221,0.003,1.900428e+11,6.948185e+01,8.946110e-07
12288,4096,8,2,64,2,2,0.176,0.001,5.610628e+11,1.227133e+02,8.928272e-07
12288,4096,8,2,256,2,2,0.176,0.002,4.281087e+11,9.363417e+01,8.928272e-07
12288,4096,8,2,576,2,2,0.176,0.003,2.457987e+11,5.376008e+01,8.928272e-07
12288,4096,8,2,1024,2,2,0.176,0.003,2.533633e+11,5.541458e+01,8.928272e-07
12288,4096,20,2,64,2,2,0.292,0.003,6.085643e+11,8.815057e+01,8.937858e-07
12288,4096,20,2,256,2,2,0.292,0.003,6.122694e+11,8.868724e+01,8.937858e-07
12288,4096,20,2,576,2,2,0.292,0.003,6.134407e+11,8.885692e+01,8.937858e-07
12288,4096,20,2,1024,2,2,0.292,0.003,6.360040e+11,9.212521e+01,8.937858e-07
12288,4096,32,2,64,2,2,0.394,0.005,7.096430e+11,8.670682e+01,8.949427e-07
12288,4096,32,2,256,2,2,0.394,0.003,9.816586e+11,1.199427e+02,8.949427e-07
12288,4096,32,2,576,2,2,0.394,0.006,5.686295e+11,6.947726e+01,8.949427e-07
12288,4096,32,2,1024,2,2,0.394,0.003,1.021378e+12,1.247958e+02,8.949427e-07
24576,8192,3,2,64,2,2,0.747,0.004,2.775954e+11,1.716766e+02,1.257658e-06
24576,8192,3,2,256,2,2,0.747,0.006,1.967364e+11,1.216700e+02,1.257658e-06
24576,8192,3,2,576,2,2,0.747,0.012,1.040236e+11,6.433254e+01,1.257658e-06
24576,8192,3,2,1024,2,2,0.747,0.012,9.672685e+10,5.981992e+01,1.257658e-06
24576,8192,6,2,64,2,2,0.883,0.004,5.564338e+11,2.034353e+02,1.266485e-06
24576,8192,6,2,256,2,2,0.883,0.006,3.924681e+11,1.434885e+02,1.266485e-06
24576,8192,6,2,576,2,2,0.883,0.012,2.080205e+11,7.605344e+01,1.266485e-06
24576,8192,6,2,1024,2,2,0.883,0.012,1.938655e+11,7.087830e+01,1.266485e-06
24576,8192,8,2,64,2,2,0.744,0.004,7.419344e+11,1.713341e+02,1.265975e-06
24576,8192,8,2,256,2,2,0.744,0.006,5.228694e+11,1.207456e+02,1.265975e-06
24576,8192,8,2,576,2,2,0.744,0.012,2.773737e+11,6.405359e+01,1.265975e-06
24576,8192,8,2,1024,2,2,0.744,0.012,2.584705e+11,5.968830e+01,1.265975e-06
24576,8192,20,2,64,2,2,1.169,0.013,6.252954e+11,9.076669e+01,1.257365e-06
24576,8192,20,2,256,2,2,1.169,0.013,6.316790e+11,9.169332e+01,1.257365e-06
24576,8192,20,2,576,2,2,1.169,0.012,6.927703e+11,1.005612e+02,1.257365e-06
24576,8192,20,2,1024,2,2,1.169,0.012,6.448716e+11,9.360833e+01,1.257365e-06
24576,8192,32,2,64,2,2,1.584,0.018,7.036765e+11,8.652208e+01,1.262023e-06
24576,8192,32,2,256,2,2,1.584,0.013,1.003900e+12,1.234367e+02,1.262023e-06
24576,8192,32,2,576,2,2,1.584,0.023,5.652239e+11,6.949834e+01,1.262023e-06
24576,8192,32,2,1024,2,2,1.584,0.013,1.028325e+12,1.264399e+02,1.262023e-06
49152,16384,3,2,64,2,2,2.857,0.024,2.005128e+11,1.185424e+02,1.785637e-06
49152,16384,3,2,256,2,2,2.857,0.026,1.847882e+11,1.092461e+02,1.785637e-06
49152,16384,3,2,576,2,2,2.857,0.046,1.053484e+11,6.228154e+01,1.785637e-06
49152,16384,3,2,1024,2,2,2.857,0.050,9.727217e+10,5.750693e+01,1.785637e-06
49152,16384,6,2,64,2,2,3.540,0.024,4.006356e+11,1.467623e+02,1.780594e-06
49152,16384,6,2,256,2,2,3.540,0.026,3.681489e+11,1.348616e+02,1.780594e-06
49152,16384,6,2,576,2,2,3.540,0.046,2.106558e+11,7.716819e+01,1.780594e-06
49152,16384,6,2,1024,2,2,3.540,0.050,1.944422e+11,7.122876e+01,1.780594e-06
49152,16384,8,2,64,2,2,2.978,0.024,5.314872e+11,1.228564e+02,1.785413e-06
49152,16384,8,2,256,2,2,2.978,0.026,4.889706e+11,1.130284e+02,1.785413e-06
49152,16384,8,2,576,2,2,2.978,0.046,2.809803e+11,6.495024e+01,1.785413e-06
49152,16384,8,2,1024,2,2,2.978,0.050,2.593100e+11,5.994103e+01,1.785413e-06
49152,16384,20,2,64,2,2,4.779,0.052,6.235720e+11,9.251955e+01,1.781262e-06
49152,16384,20,2,256,2,2,4.779,0.050,6.388033e+11,9.477943e+01,1.781262e-06
49152,16384,20,2,576,2,2,4.779,0.046,7.013933e+11,1.040659e+02,1.781262e-06
49152,16384,20,2,1024,2,2,4.779,0.050,6.472764e+11,9.603658e+01,1.781262e-06
49152,16384,32,2,64,2,2,6.322,0.074,7.005981e+11,8.593612e+01,1.777701e-06
49152,16384,32,2,256,2,2,6.322,0.051,1.011742e+12,1.241013e+02,1.777701e-06
49152,16384,32,2,576,2,2,6.322,0.090,5.754344e+11,7.058340e+01,1.777701e-06
49152,16384,32,2,1024,2,2,6.322,0.050,1.034627e+12,1.269085e+02,1.777701e-06
3072,1024,3,3,64,2,2,0.012,0.001,2.797810e+10,1.732176e+01,4.551183e-07
3072,1024,3,3,256,2,2,0.012,0.001,2.105922e+10,1.303816e+01,4.551183e-07
3072,1024,3,3,576,2,2,0.012,0.002,1.230518e+10,7.618365e+00,4.551183e-07
3072,1024,3,3,1024,2,2,0.012,0.003,7.044569e+09,4.361424e+00,4.551183e-07
3072,1024,6,3,64,2,2,0.014,0.001,4.103788e+10,1.502170e+01,4.539265e-07
3072,1024,6,3,256,2,2,0.014,0.001,3.150044e+10,1.153057e+01,4.539265e-07
3072,1024,6,3,576,2,2,0.014,0.002,1.942860e+10,7.111736e+00,4.539265e-07
3072,1024,6,3,1024,2,2,0.014,0.003,1.106064e+10,4.048689e+00,4.539265e-07
3072,1024,8,3,64,2,2,0.012,0.001,5.085775e+10,1.175897e+01,4.533937e-07
3072,1024,8,3,256,2,2,0.012,0.001,4.250040e+10,9.826644e+00,4.533937e-07
3072,1024,8,3,576,2,2,0.012,0.002,2.347017e+10,5.426607e+00,4.533937e-07
3072,1024,8,3,1024,2,2,0.012,0.004,1.339231e+10,3.096475e+00,4.533937e-07
3072,1024,20,3,64,2,2,0.018,0.002,7.360223e+10,1.073242e+01,4.535934e-07
3072,1024,20,3,256,2,2,0.018,0.002,5.875257e+10,8.567097e+00,4.535934e-07
3072,1024,20,3,576,2,2,0.018,0.004,3.408181e+10,4.969691e+00,4.535934e-07
3072,1024,20,3,1024,2,2,0.018,0.006,1.969491e+10,2.871844e+00,4.535934e-07
3072,1024,32,3,64,2,2,0.024,0.002,8.077146e+10,9.776603e+00,4.539694e-07
3072,1024,32,3,256,2,2,0.024,0.003,6.222768e+10,7.532057e+00,4.539694e-07
3072,1024,32,3,576,2,2,0.024,0.005,3.842768e+10,4.651299e+00,4.539694e-07
3072,1024,32,3,1024,2,2,0.024,0.010,2.107661e+10,2.551119e+00,4.539694e-07
6144,2048,3,3,64,2,2,0.047,0.001,6.875739e+10,4.264889e+01,6.386387e-07
6144,2048,3,3,256,2,2,0.047,0.001,5.260278e+10,3.262850e+01,6.386387e-07
6144,2048,3,3,576,2,2,0.047,0.003,2.699112e+10,1.674207e+01,6.386387e-07
6144,2048,3,3,1024,2,2,0.047,0.005,1.487254e+10,9.225150e+00,6.386387e-07
6144,2048,6,3,64,2,2,0.055,0.002,9.482148e+10,3.466104e+01,6.357543e-07
6144,2048,6,3,256,2,2,0.055,0.002,7.168477e+10,2.620365e+01,6.357543e-07
6144,2048,6,3,576,2,2,0.055,0.004,4.176385e+10,1.526636e+01,6.357543e-07
6144,2048,6,3,1024,2,2,0.055,0.007,2.299980e+10,8.407345e+00,6.357543e-07
6144,2048,8,3,64,2,2,0.047,0.002,1.133192e+11,2.622200e+01,6.383558e-07
6144,2048,8,3,256,2,2,0.047,0.002,9.857844e+10,2.281100e+01,6.383558e-07
6144,2048,8,3,576,2,2,0.047,0.004,5.032023e+10,1.164407e+01,6.383558e-07
6144,2048,8,3,1024,2,2,0.047,0.007,2.808413e+10,6.498652e+00,6.383558e-07
6144,2048,20,3,64,2,2,0.068,0.003,1.469621e+11,2.000074e+01,6.380229e-07
6144,2048,20,3,256,2,2,0.068,0.004,1.254278e+11,1.707005e+01,6.380229e-07
6144,2048,20,3,576,2,2,0.068,0.007,7.053134e+10,9.598933e+00,6.380229e-07
6144,2048,20,3,1024,2,2,0.068,0.013,3.890321e+10,5.294517e+00,6.380229e-07
6144,2048,32,3,64,2,2,0.098,0.005,1.595835e+11,1.950283e+01,6.359689e-07
6144,2048,32,3,256,2,2,0.098,0.006,1.319074e+11,1.612051e+01,6.359689e-07
6144,2048,32,3,576,2,2,0.098,0.011,7.536236e+10,9.210093e+00,6.359689e-07
6144,2048,32,3,1024,2,2,0.098,0.019,4.287702e+10,5.240034e+00,6.359689e-07
12288,4096,3,3,64,2,2,0.187,0.002,1.285042e+11,7.957117e+01,9.006647e-07
12288,4096,3,3,256,2,2,0.187,0.003,1.192040e+11,7.381238e+01,9.006647e-07
12288,4096,3,3,576,2,2,0.187,0.005,5.776849e+10,3.577087e+01,9.006647e-07
12288,4096,3,3,1024,2,2,0.187,0.010,2.929684e+10,1.814092e+01,9.006647e-07
12288,4096,6,3,64,2,2,0.214,0.003,1.767685e+11,6.262593e+01,8.946110e-07
12288,4096,6,3,256,2,2,0.214,0.004,1.540657e+11,5.458272e+01,8.946110e-07
12288,4096,6,3,576,2,2,0.214,0.007,8.760477e+10,3.103680e+01,8.946110e-07
12288,4096,6,3,1024,2,2,0.214,0.013,4.526005e+10,1.603483e+01,8.946110e-07
12288,4096,8,3,64,2,2,0.187,0.003,2.385460e+11,5.527682e+01,8.928272e-07
12288,4096,8,3,256,2,2,0.187,0.004,2.137283e+11,4.952597e+01,8.928272e-07
12288,4096,8,3,576,2,2,0.187,0.008,1.055963e+11,2.446919e+01,8.928272e-07
12288,4096,8,3,1024,2,2,0.187,0.015,5.540175e+10,1.283791e+01,8.928272e-07
12288,4096,20,3,64,2,2,0.282,0.007,2.943658e+11,4.125012e+01,8.937858e-07
12288,4096,20,3,256,2,2,0.282,0.008,2.556715e+11,3.582780e+01,8.937858e-07
12288,4096,20,3,576,2,2,0.282,0.014,1.394771e+11,1.954523e+01,8.937858e-07
12288,4096,20,3,1024,2,2,0.282,0.026,7.883087e+10,1.104674e+01,8.937858e-07
12288,4096,32,3,64,2,2,0.375,0.011,2.979412e+11,3.465662e+01,8.949427e-07
12288,4096,32,3,256,2,2,0.375,0.012,2.583499e+11,3.005135e+01,8.949427e-07
12288,4096,32,3,576,2,2,0.375,0.021,1.515989e+11,1.763404e+01,8.949427e-07
12288,4096,32,3,1024,2,2,0.375,0.037,8.634550e+10,1.004374e+01,8.949427e-07
24576,8192,3,3,64,2,2,0.721,0.007,1.785868e+11,1.066040e+02,1.257658e-06
24576,8192,3,3,256,2,2,0.721,0.007,1.823672e+11,1.088606e+02,1.257658e-06
24576,8192,3,3,576,2,2,0.721,0.011,1.136626e+11,6.784875e+01,1.257658e-06
24576,8192,3,3,1024,2,2,0.721,0.020,5.951482e+10,3.552624e+01,1.257658e-06
24576,8192,6,3,64,2,2,0.883,0.010,2.382953e+11,8.711836e+01,1.266485e-06
24576,8192,6,3,256,2,2,0.883,0.010,2.362270e+11,8.636224e+01,1.266485e-06
24576,8192,6,3,576,2,2,0.883,0.014,1.717077e+11,6.277463e+01,1.266485e-06
24576,8192,6,3,1024,2,2,0.883,0.027,8.978292e+10,3.282374e+01,1.266485e-06
24576,8192,8,3,64,2,2,0.744,0.010,3.226141e+11,7.448346e+01,1.265975e-06
24576,8192,8,3,256,2,2,0.744,0.010,3.157637e+11,7.290188e+01,1.265975e-06
24576,8192,8,3,576,2,2,0.744,0.015,2.099099e+11,4.846291e+01,1.265975e-06
24576,8192,8,3,1024,2,2,0.744,0.029,1.095667e+11,2.529618e+01,1.265975e-06
24576,8192,20,3,64,2,2,1.166,0.020,4.125765e+11,5.972025e+01,1.257365e-06
24576,8192,20,3,256,2,2,1.166,0.020,4.034114e+11,5.839362e+01,1.257365e-06
24576,8192,20,3,576,2,2,1.166,0.032,2.534349e+11,3.668458e+01,1.257365e-06
24576,8192,20,3,1024,2,2,1.166,0.052,1.535940e+11,2.223266e+01,1.257365e-06
24576,8192,32,3,64,2,2,1.590,0.038,3.387820e+11,4.181635e+01,1.262023e-06
24576,8192,32,3,256,2,2,1.590,0.038,3.410030e+11,4.209049e+01,1.262023e-06
24576,8192,32,3,576,2,2,1.590,0.062,2.068045e+11,2.552618e+01,1.262023e-06
24576,8192,32,3,1024,2,2,1.590,0.088,1.470171e+11,1.814654e+01,1.262023e-06
49152,16384,3,3,64,2,2,2.992,0.039,1.243838e+11,7.701561e+01,1.785637e-06
49152,16384,3,3,256,2,2,2.992,0.040,1.217711e+11,7.539787e+01,1.785637e-06
49152,16384,3,3,576,2,2,2.992,0.048,9.966530e+10,6.171047e+01,1.785637e-06
49152,16384,3,3,1024,2,2,2.992,0.093,5.172480e+10,3.202681e+01,1.785637e-06
49152,16384,6,3,64,2,2,3.532,0.066,1.455527e+11,5.320292e+01,1.780594e-06
49152,16384,6,3,256,2,2,3.532,0.067,1.448282e+11,5.293808e+01,1.780594e-06
49152,16384,6,3,576,2,2,3.532,0.080,1.205800e+11,4.407483e+01,1.780594e-06
49152,16384,6,3,1024,2,2,3.532,0.140,6.927072e+10,2.532007e+01,1.780594e-06
49152,16384,8,3,64,2,2,2.975,0.101,1.280351e+11,2.956151e+01,1.785413e-06
49152,16384,8,3,256,2,2,2.975,0.102,1.259265e+11,2.907466e+01,1.785413e-06
49152,16384,8,3,576,2,2,2.975,0.121,1.064301e+11,2.457322e+01,1.785413e-06
49152,16384,8,3,1024,2,2,2.975,0.199,6.481787e+10,1.496554e+01,1.785413e-06
49152,16384,20,3,64,2,2,4.510,0.350,9.204195e+10,1.288798e+01,1.781262e-06
49152,16384,20,3,256,2,2,4.510,0.345,9.342465e+10,1.308159e+01,1.781262e-06
49152,16384,20,3,576,2,2,4.510,0.386,8.346828e+10,1.168747e+01,1.781262e-06
49152,16384,20,3,1024,2,2,4.510,0.481,6.693026e+10,9.371770e+00,1.781262e-06
49152,16384,32,3,64,2,2,6.318,0.674,7.648646e+10,9.376349e+00,1.777701e-06
49152,16384,32,3,256,2,2,6.318,0.665,7.747989e+10,9.498131e+00,1.777701e-06
49152,16384,32,3,576,2,2,6.318,0.696,7.405560e+10,9.078353e+00,1.777701e-06
49152,16384,32,3,1024,2,2,6.318,0.738,6.985342e+10,8.563215e+00,1.777701e-06
3072,1024,3,4,64,2,2,0.012,0.001,2.606827e+10,1.614670e+01,4.551183e-07
3072,1024,3,4,256,2,2,0.012,0.001,2.019310e+10,1.250761e+01,4.551183e-07
3072,1024,3,4,576,2,2,0.012,0.002,1.253010e+10,7.761148e+00,4.551183e-07
3072,1024,3,4,1024,2,2,0.012,0.003,7.051982e+09,4.368000e+00,4.551183e-07
3072,1024,6,4,64,2,2,0.014,0.001,4.704018e+10,1.721526e+01,4.539265e-07
3072,1024,6,4,256,2,2,0.014,0.001,3.250898e+10,1.189729e+01,4.539265e-07
3072,1024,6,4,576,2,2,0.014,0.002,2.025802e+10,7.413815e+00,4.539265e-07
3072,1024,6,4,1024,2,2,0.014,0.003,1.137876e+10,4.164277e+00,4.539265e-07
3072,1024,8,4,64,2,2,0.012,0.001,6.792824e+10,1.571732e+01,4.533937e-07
3072,1024,8,4,256,2,2,0.012,0.001,4.403325e+10,1.018846e+01,4.533937e-07
3072,1024,8,4,576,2,2,0.012,0.002,2.408075e+10,5.571831e+00,4.533937e-07
3072,1024,8,4,1024,2,2,0.012,0.004,1.393096e+10,3.223361e+00,4.533937e-07
3072,1024,20,4,64,2,2,0.018,0.001,1.166167e+11,1.697474e+01,4.535934e-07
3072,1024,20,4,256,2,2,0.018,0.002,6.502007e+10,9.464325e+00,4.535934e-07
3072,1024,20,4,576,2,2,0.018,0.004,3.554958e+10,5.174599e+00,4.535934e-07
3072,1024,20,4,1024,2,2,0.018,0.006,2.093498e+10,3.047296e+00,4.535934e-07
3072,1024,32,4,64,2,2,0.025,0.001,1.474851e+11,1.813677e+01,4.539694e-07
3072,1024,32,4,256,2,2,0.025,0.003,7.706239e+10,9.476640e+00,4.539694e-07
3072,1024,32,4,576,2,2,0.025,0.005,4.088650e+10,5.027961e+00,4.539694e-07
3072,1024,32,4,1024,2,2,0.025,0.008,2.390399e+10,2.939560e+00,4.539694e-07
6144,2048,3,4,64,2,2,0.047,0.001,6.691482e+10,4.146420e+01,6.386387e-07
6144,2048,3,4,256,2,2,0.047,0.002,4.909342e+10,3.042105e+01,6.386387e-07
6144,2048,3,4,576,2,2,0.047,0.003,2.727092e+10,1.689860e+01,6.386387e-07
6144,2048,3,4,1024,2,2,0.047,0.005,1.492561e+10,9.248749e+00,6.386387e-07
6144,2048,6,4,64,2,2,0.055,0.001,1.207709e+11,4.412357e+01,6.357543e-07
6144,2048,6,4,256,2,2,0.055,0.002,7.660720e+10,2.798839e+01,6.357543e-07
6144,2048,6,4,576,2,2,0.055,0.004,4.303097e+10,1.572134e+01,6.357543e-07
6144,2048,6,4,1024,2,2,0.055,0.006,2.393557e+10,8.744846e+00,6.357543e-07
6144,2048,8,4,64,2,2,0.047,0.001,1.665629e+11,3.852171e+01,6.383558e-07
6144,2048,8,4,256,2,2,0.047,0.002,9.856753e+10,2.279614e+01,6.383558e-07
6144,2048,8,4,576,2,2,0.047,0.004,5.003069e+10,1.157081e+01,6.383558e-07
6144,2048,8,4,1024,2,2,0.047,0.007,2.893913e+10,6.692877e+00,6.383558e-07
6144,2048,20,4,64,2,2,0.073,0.002,2.718691e+11,3.919197e+01,6.380229e-07
6144,2048,20,4,256,2,2,0.073,0.004,1.358237e+11,1.958000e+01,6.380229e-07
6144,2048,20,4,576,2,2,0.073,0.007,7.456872e+10,1.074964e+01,6.380229e-07
6144,2048,20,4,1024,2,2,0.073,0.012,4.143092e+10,5.972577e+00,6.380229e-07
6144,2048,32,4,64,2,2,0.098,0.002,3.332586e+11,4.065994e+01,6.359689e-07
6144,2048,32,4,256,2,2,0.098,0.005,1.567884e+11,1.912931e+01,6.359689e-07
6144,2048,32,4,576,2,2,0.098,0.010,8.075708e+10,9.852942e+00,6.359689e-07
6144,2048,32,4,1024,2,2,0.098,0.017,4.732619e+10,5.774134e+00,6.359689e-07
12288,4096,3,4,64,2,2,0.187,0.002,1.314108e+11,8.130460e+01,9.006647e-07
12288,4096,3,4,256,2,2,0.187,0.003,1.106139e+11,6.843741e+01,9.006647e-07
12288,4096,3,4,576,2,2,0.187,0.005,5.798226e+10,3.587395e+01,9.006647e-07
12288,4096,3,4,1024,2,2,0.187,0.010,2.950098e+10,1.825242e+01,9.006647e-07
12288,4096,6,4,64,2,2,0.221,0.003,2.177100e+11,7.960979e+01,8.946110e-07
12288,4096,6,4,256,2,2,0.221,0.004,1.689255e+11,6.177079e+01,8.946110e-07
12288,4096,6,4,576,2,2,0.221,0.007,9.081960e+10,3.320990e+01,8.946110e-07
12288,4096,6,4,1024,2,2,0.221,0.013,4.713038e+10,1.723412e+01,8.946110e-07
12288,4096,8,4,64,2,2,0.186,0.003,2.681341e+11,6.199647e+01,8.928272e-07
12288,4096,8,4,256,2,2,0.186,0.004,2.148242e+11,4.967044e+01,8.928272e-07
12288,4096,8,4,576,2,2,0.186,0.008,1.063921e+11,2.459938e+01,8.928272e-07
12288,4096,8,4,1024,2,2,0.186,0.014,5.704708e+10,1.319010e+01,8.928272e-07
12288,4096,20,4,64,2,2,0.291,0.006,3.623043e+11,5.238750e+01,8.937858e-07
12288,4096,20,4,256,2,2,0.291,0.007,2.834173e+11,4.098081e+01,8.937858e-07
12288,4096,20,4,576,2,2,0.291,0.014,1.470299e+11,2.125983e+01,8.937858e-07
12288,4096,20,4,1024,2,2,0.291,0.024,8.375275e+10,1.211025e+01,8.937858e-07
12288,4096,32,4,64,2,2,0.394,0.011,2.962068e+11,3.619574e+01,8.949427e-07
